carat,cut,color,clarity,depth,table,price,x,y,z
0.7,Very Good,D,SI1,62.3,58.0,2804,5.69,5.73,3.56
1.58,Ideal,I,VS1,62.4,54.0,10920,7.43,7.46,4.64
0.93,Ideal,G,SI1,60.1,57.0,5126,6.33,6.41,3.83
1.0,Very Good,H,VVS2,60.3,59.0,5929,6.41,6.46,3.88
1.24,Premium,G,VVS2,59.9,60.0,10388,7.0,6.98,4.19
1.76,Ideal,I,SI2,61.2,55.0,9714,7.79,7.76,4.76
0.41,Very Good,E,SI2,62.9,58.0,683,4.72,4.75,2.98
0.42,Ideal,H,VVS2,62.4,56.0,921,4.78,4.8,2.99
0.53,Ideal,D,VS2,62.1,55.0,1956,5.2,5.17,3.22
0.33,Ideal,F,IF,62.2,53.0,957,4.46,4.48,2.78
1.1,Premium,H,VS2,61.4,58.0,5652,6.68,6.62,4.08
1.0,Premium,G,VVS2,59.5,61.0,7589,6.46,6.42,3.83
0.61,Ideal,E,VS2,61.3,55.0,2373,5.48,5.45,3.35
0.31,Ideal,D,VS2,59.4,57.0,685,4.45,4.5,2.66
0.7,Good,F,SI1,63.5,59.0,1988,5.58,5.64,3.56
1.08,Premium,G,SI2,59.8,57.0,4318,6.72,6.66,4.0
1.19,Premium,H,SI1,61.2,60.0,5622,6.85,6.8,4.18
0.34,Ideal,G,VS2,62.1,57.0,596,4.46,4.5,2.78
1.24,Very Good,I,VS1,59.4,58.0,6754,7.04,7.09,4.2
0.3,Very Good,D,VS2,62.0,58.0,710,4.29,4.32,2.67
0.7,Very Good,F,SI1,63.7,55.0,2192,5.62,5.69,3.6
2.02,Good,E,SI2,58.8,61.0,18236,8.21,8.25,4.84
0.37,Premium,G,SI1,62.1,60.0,551,4.54,4.61,2.84
1.02,Very Good,H,VS2,63.3,60.0,5255,6.42,6.38,4.05
0.7,Premium,I,SI2,62.3,59.0,1415,5.64,5.59,3.5
0.39,Very Good,E,VS2,63.1,56.0,1065,4.69,4.63,2.94
1.29,Premium,J,VS2,60.5,58.0,5815,7.07,6.99,4.25
1.13,Ideal,F,SI1,59.7,57.0,5342,6.82,6.79,4.06
2.01,Very Good,F,SI1,63.4,58.0,13275,8.03,7.96,5.07
0.62,Ideal,D,VS2,61.2,56.0,2243,5.49,5.52,3.37
0.54,Good,G,VS2,63.6,56.0,1422,5.14,5.17,3.28
0.45,Premium,I,SI2,60.1,59.0,830,4.96,4.92,3.02
0.71,Very Good,G,VS2,62.9,57.0,2598,5.69,5.72,3.59
0.91,Very Good,F,SI2,62.4,58.0,3659,6.17,6.21,3.86
1.09,Good,F,SI1,61.0,64.0,4230,6.63,6.58,4.03
0.91,Fair,J,VS2,64.4,62.0,2854,6.06,6.03,3.89
1.06,Premium,F,SI1,62.1,58.0,5142,6.5,6.52,4.04
2.02,Premium,I,VS2,62.9,59.0,15808,8.03,7.93,5.02
0.3,Ideal,G,VVS1,62.3,55.0,1013,4.31,4.29,2.68
0.35,Ideal,H,SI1,61.5,56.0,523,4.56,4.58,2.81
1.2,Good,G,VS2,63.3,58.0,7603,6.66,6.74,4.24
0.81,Premium,J,SI1,61.8,57.0,2199,6.02,5.96,3.7
0.71,Ideal,I,VS1,62.3,59.0,2368,5.68,5.72,3.55
0.7,Very Good,I,SI1,62.7,56.0,1918,5.64,5.68,3.55
0.38,Ideal,E,VVS2,62.1,54.5,1073,4.62,4.66,2.88
0.31,Very Good,H,SI1,59.0,57.0,446,4.4,4.44,2.61
0.78,Premium,E,VS1,60.9,57.0,3360,5.94,5.88,3.59
0.23,Very Good,E,VVS1,63.5,54.0,530,3.92,3.95,2.5
0.71,Ideal,G,VVS2,61.5,56.0,3504,5.74,5.69,3.52
1.01,Very Good,D,SI2,60.8,61.0,4260,6.45,6.5,3.94
1.03,Premium,D,SI2,60.6,60.0,5076,6.52,6.46,3.93
0.41,Premium,H,SI1,62.9,58.0,876,4.73,4.72,2.97
0.3,Ideal,F,VS2,60.5,56.0,828,4.37,4.33,2.63
1.13,Very Good,E,SI2,59.4,62.0,3967,6.78,6.83,4.04
0.33,Very Good,D,SI2,60.7,56.0,492,4.43,4.46,2.7
0.91,Premium,F,SI2,58.9,61.0,3546,6.36,6.33,3.74
1.2,Very Good,J,VS1,63.6,59.0,5257,6.67,6.72,4.26
1.0,Good,G,SI2,63.4,60.0,3676,6.22,6.34,3.98
0.5,Ideal,E,VS2,60.8,57.0,1768,5.16,5.13,3.13
2.05,Very Good,J,VS1,61.4,58.5,16641,8.13,8.16,5.0
1.51,Premium,G,SI1,60.6,60.0,10267,7.45,7.41,4.5
0.73,Good,E,SI1,63.6,57.0,2821,5.72,5.7,3.63
1.01,Fair,E,SI2,67.6,57.0,2862,6.21,6.11,4.18
1.61,Premium,H,SI1,61.4,58.0,9341,7.59,7.53,4.64
0.53,Ideal,E,VVS2,62.5,57.0,2250,5.12,5.18,3.22
0.31,Ideal,F,VS1,62.1,56.0,680,4.32,4.35,2.69
0.53,Ideal,F,VVS2,61.0,57.0,2269,5.23,5.26,3.22
0.34,Very Good,D,VS2,60.0,59.0,730,4.5,4.56,2.72
1.11,Ideal,E,SI1,61.1,57.0,6800,6.64,6.72,4.08
0.81,Ideal,H,SI1,62.8,57.0,2482,5.95,5.92,3.73
1.15,Ideal,G,VS1,61.9,56.0,7999,6.71,6.73,4.16
0.76,Ideal,G,VS1,61.6,56.0,3372,5.82,5.87,3.6
1.37,Premium,H,VS2,60.9,59.0,6337,7.22,7.17,4.38
0.3,Good,F,VS1,63.7,56.0,731,4.28,4.26,2.72
0.6,Premium,D,SI1,62.8,61.0,2106,5.41,5.33,3.37
1.4,Ideal,H,SI2,61.2,56.0,7213,7.23,7.18,4.41
0.74,Ideal,F,VVS2,61.5,54.0,3101,5.84,5.86,3.6
0.35,Ideal,D,VVS1,60.8,55.0,1330,4.58,4.6,2.79
1.03,Ideal,G,SI2,62.9,57.0,4290,6.37,6.47,4.04
0.31,Premium,G,VS2,60.7,61.0,698,4.37,4.33,2.64
1.01,Very Good,E,SI1,61.0,56.0,4399,6.47,6.54,3.97
0.38,Ideal,D,SI1,61.3,57.0,884,4.67,4.7,2.87
1.13,Premium,G,SI1,60.9,60.0,5376,6.76,6.67,4.09
1.7,Ideal,I,VS1,62.2,55.0,12737,7.67,7.63,4.76
0.85,Good,J,SI1,59.2,64.0,2163,6.13,6.17,3.64
1.27,Premium,I,VS1,62.2,59.0,6415,6.87,6.92,4.29
0.3,Ideal,F,VVS2,62.5,56.0,694,4.28,4.33,2.69
1.02,Very Good,E,SI1,63.1,57.0,4524,6.43,6.37,4.04
0.82,Very Good,J,SI1,62.9,57.0,2313,5.88,5.94,3.72
0.4,Ideal,G,VVS2,61.4,53.0,883,4.73,4.81,2.93
0.31,Fair,E,VS2,54.2,63.0,814,4.61,4.51,2.47
1.51,Ideal,H,SI1,61.9,57.0,8287,7.37,7.32,4.55
0.3,Premium,G,VS1,60.3,62.0,776,4.33,4.3,2.6
0.43,Premium,G,VS2,61.3,58.0,867,4.83,4.86,2.97
0.35,Premium,E,VS2,60.9,59.0,984,4.56,4.54,2.77
0.7,Ideal,G,SI1,60.9,56.0,2965,5.73,5.79,3.51
1.43,Very Good,H,SI1,61.7,59.0,8654,7.23,7.29,4.48
0.31,Ideal,G,IF,62.0,54.0,801,4.35,4.39,2.71
1.01,Fair,E,SI2,57.9,57.0,3916,6.51,6.55,3.78
2.03,Very Good,E,SI2,63.1,56.0,14646,8.01,7.99,5.05
0.38,Very Good,E,VS1,63.0,56.0,891,4.61,4.63,2.91
0.35,Ideal,F,VVS1,60.6,56.0,994,4.58,4.59,2.78
0.54,Very Good,G,SI2,59.5,60.0,1083,5.27,5.31,3.15
0.62,Premium,F,VS2,62.3,60.0,2009,5.46,5.39,3.38
0.36,Good,G,SI1,63.3,56.0,537,4.5,4.53,2.86
0.41,Premium,J,VS1,60.8,61.0,830,4.79,4.72,2.89
1.19,Ideal,G,VS1,62.4,54.0,9918,6.78,6.81,4.24
0.55,Good,E,VS2,60.3,61.0,1715,5.31,5.37,3.22
2.21,Ideal,G,SI2,60.2,60.0,18128,8.38,8.47,5.07
0.5,Premium,F,VVS2,61.9,58.0,2160,5.1,5.07,3.15
0.32,Ideal,E,SI1,61.5,55.0,682,4.4,4.44,2.72
0.3,Ideal,D,VS2,62.3,56.0,911,4.32,4.29,2.68
0.32,Good,G,VS2,63.3,54.0,561,4.36,4.39,2.77
1.03,Premium,F,VS2,60.5,59.0,5330,6.6,6.52,3.97
0.7,Ideal,G,SI1,61.7,55.0,2965,5.7,5.73,3.53
0.53,Ideal,G,VS1,61.6,57.0,1607,5.21,5.24,3.22
0.3,Ideal,G,VS1,61.9,56.0,776,4.34,4.29,2.67
0.34,Very Good,E,SI1,59.0,60.0,596,4.56,4.62,2.71
1.29,Ideal,H,SI1,61.6,57.0,6588,7.0,6.95,4.3
0.51,Very Good,E,VS2,60.2,62.0,1393,5.16,5.27,3.14
0.5,Ideal,G,SI2,61.0,57.0,1127,5.13,5.15,3.13
1.51,Very Good,J,SI1,62.9,59.0,6942,7.25,7.29,4.57
1.21,Ideal,F,VS2,61.5,56.0,8348,6.87,6.83,4.21
1.02,Good,D,SI2,61.5,61.0,4318,6.34,6.41,3.92
1.03,Ideal,G,SI2,62.1,56.0,4407,6.44,6.48,4.01
0.33,Very Good,F,VS1,59.1,60.0,772,4.48,4.52,2.66
0.9,Very Good,G,SI1,63.5,59.0,3649,6.07,6.11,3.87
0.53,Very Good,E,VVS2,62.3,55.0,2280,5.18,5.22,3.23
1.57,Ideal,I,SI1,61.9,55.0,11040,7.38,7.44,4.59
0.51,Very Good,J,VS2,58.0,62.0,1008,5.24,5.27,3.05
0.74,Very Good,F,SI1,61.7,55.0,2698,5.83,5.87,3.61
0.32,Premium,G,IF,61.0,59.0,891,4.38,4.41,2.68
0.3,Very Good,G,VS1,62.9,55.0,620,4.25,4.27,2.68
0.52,Ideal,D,VS1,60.4,56.0,2146,5.24,5.26,3.17
0.31,Premium,G,VS1,62.1,58.0,695,4.36,4.31,2.69
0.32,Ideal,F,VVS1,61.4,56.0,990,4.42,4.38,2.7
0.45,Ideal,G,VVS2,61.2,56.0,1135,4.91,4.96,3.02
1.06,Very Good,G,SI2,63.4,61.0,4057,6.46,6.37,4.07
0.71,Very Good,I,SI1,61.5,58.0,2141,5.67,5.72,3.5
1.04,Good,D,SI1,63.7,58.0,5708,6.43,6.39,4.08
0.46,Ideal,I,VVS1,61.7,57.0,974,4.96,4.99,3.07
1.01,Ideal,F,VS2,60.3,56.0,6672,6.5,6.56,3.94
0.72,Ideal,D,VS2,61.8,57.0,3099,5.76,5.73,3.55
0.3,Ideal,G,IF,62.3,55.0,863,4.3,4.33,2.69
1.65,Premium,G,SI2,62.2,58.0,9970,7.62,7.55,4.72
0.35,Premium,H,VS1,61.7,59.0,614,4.51,4.53,2.79
1.55,Ideal,J,SI1,61.7,54.0,7987,7.47,7.5,4.62
2.18,Ideal,I,SI2,62.5,55.0,15850,8.34,8.31,5.2
1.01,Good,D,SI2,64.6,59.0,4468,6.23,6.3,4.05
0.74,Ideal,E,VS2,61.7,56.0,3374,5.81,5.86,3.6
0.71,Good,G,VS1,58.1,59.0,2628,5.85,5.92,3.42
1.72,Premium,H,SI1,62.2,59.0,9551,7.62,7.55,4.72
0.55,Ideal,J,SI1,60.9,57.0,1100,5.24,5.3,3.21
1.53,Premium,H,SI2,62.5,59.0,8499,7.4,7.36,4.61
1.04,Premium,F,VS2,61.7,59.0,6782,6.45,6.49,3.99
1.07,Premium,G,VS2,62.1,58.0,6355,6.55,6.59,4.08
0.77,Premium,F,VS1,59.5,58.0,3211,5.96,5.94,3.54
0.4,Ideal,E,VS2,62.9,55.0,975,4.74,4.73,2.98
0.75,Premium,G,SI2,61.0,58.0,2216,5.9,5.94,3.61
0.3,Ideal,D,VS1,61.0,58.0,601,4.3,4.36,2.64
1.25,Ideal,I,SI2,63.3,56.0,5292,6.87,6.83,4.34
0.32,Ideal,G,VVS1,61.8,54.0,814,4.4,4.43,2.73
0.51,Ideal,H,SI1,59.8,57.0,1154,5.22,5.25,3.13
0.49,Very Good,F,VVS1,62.2,56.0,1952,5.04,5.08,3.14
0.59,Ideal,E,VS2,61.5,56.0,1883,5.42,5.38,3.32
0.3,Ideal,G,VVS1,61.5,57.0,764,4.28,4.31,2.64
0.38,Ideal,H,VS2,61.9,56.0,680,4.63,4.68,2.88
1.0,Ideal,G,SI2,62.0,53.0,4551,6.42,6.45,3.99
0.52,Ideal,E,VS2,60.9,57.0,1815,5.23,5.21,3.18
0.32,Premium,H,VS1,61.6,59.0,672,4.39,4.37,2.7
0.35,Premium,H,VS1,61.3,59.0,614,4.54,4.57,2.79
1.06,Very Good,E,SI1,59.8,56.0,6169,6.63,6.67,3.98
0.73,Premium,I,VS1,60.3,58.0,2371,5.83,5.87,3.53
0.32,Very Good,G,VVS2,64.0,55.0,607,4.31,4.35,2.77
0.52,Fair,J,VS2,65.3,56.0,1030,5.05,5.0,3.28
0.7,Premium,G,SI1,60.3,61.0,2352,5.75,5.72,3.46
1.51,Good,F,SI2,64.2,61.0,7695,7.24,7.19,4.63
0.71,Ideal,F,VVS1,61.4,56.0,5019,5.75,5.78,3.54
0.79,Very Good,E,SI1,63.2,56.0,3053,5.91,5.83,3.71
1.2,Premium,H,SI1,62.4,58.0,5718,6.76,6.79,4.23
1.41,Very Good,H,SI2,58.5,57.0,7339,7.36,7.44,4.33
0.35,Very Good,F,VS1,61.9,56.0,760,4.5,4.53,2.79
0.31,Good,I,SI1,64.3,55.0,377,4.27,4.29,2.75
0.31,Ideal,G,SI2,62.2,54.0,436,4.36,4.39,2.72
0.42,Premium,G,VS1,62.5,59.0,921,4.72,4.79,2.97
0.39,Good,G,VS2,60.3,60.6,743,4.7,4.71,2.84
0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
0.31,Ideal,G,IF,62.2,55.0,891,4.35,4.4,2.72
0.32,Ideal,H,VS2,61.3,55.0,505,4.4,4.44,2.71
1.14,Premium,I,VS2,62.8,60.0,5008,6.68,6.59,4.17
0.9,Very Good,H,SI2,62.9,57.0,3160,6.09,6.16,3.85
0.54,Ideal,G,VVS1,61.3,56.0,1982,5.23,5.28,3.22
0.36,Very Good,E,VS2,62.8,56.0,789,4.51,4.54,2.84
1.21,Ideal,D,SI1,63.0,57.0,7589,6.82,6.76,4.28
0.35,Ideal,H,IF,60.7,56.0,1017,4.62,4.61,2.8
1.0,Very Good,I,SI1,59.3,63.0,3360,6.52,6.47,3.85
1.51,Ideal,D,SI1,59.5,57.0,12738,7.56,7.46,4.47
0.32,Ideal,F,IF,61.9,54.0,929,4.43,4.46,2.75
0.38,Ideal,G,SI1,62.0,55.0,969,4.67,4.64,2.89
0.3,Very Good,H,VS2,60.9,61.0,473,4.27,4.3,2.61
0.25,Premium,E,VVS2,62.5,59.0,740,4.05,4.02,2.52
0.3,Very Good,H,VVS1,61.3,61.0,684,4.26,4.29,2.62
1.08,Ideal,E,SI1,62.6,57.0,5096,6.53,6.56,4.1
0.54,Ideal,D,VVS2,61.4,52.0,2897,5.3,5.34,3.26
0.5,Very Good,I,VS1,63.0,55.0,1242,5.07,5.09,3.2
0.3,Ideal,G,VVS1,61.6,58.0,764,4.31,4.32,2.66
1.1,Ideal,E,SI1,61.3,56.0,6743,6.65,6.7,4.09
0.91,Very Good,F,SI1,63.1,60.0,3007,6.13,6.1,3.86
1.5,Premium,I,VVS2,59.7,60.0,10744,7.62,7.46,4.5
0.41,Premium,G,SI1,61.4,60.0,719,4.75,4.82,2.94
0.3,Premium,D,SI2,62.4,58.0,574,4.31,4.28,2.68
1.52,Good,J,VS2,63.5,58.0,7370,7.24,7.28,4.61
0.3,Premium,D,SI1,62.3,59.0,709,4.25,4.22,2.64
1.52,Premium,J,VS2,62.0,59.0,7899,7.31,7.28,4.52
0.33,Premium,F,SI1,59.9,61.0,705,4.47,4.44,2.67
2.39,Premium,I,VS1,61.2,60.0,17642,8.63,8.6,5.27
2.03,Fair,G,SI2,64.9,59.0,14687,7.85,7.99,5.14
1.01,Very Good,D,VS2,63.1,58.0,7448,6.34,6.38,4.01
0.72,Ideal,G,VS1,61.4,56.0,3478,5.75,5.79,3.55
0.7,Ideal,I,VS2,62.3,54.0,2390,5.67,5.72,3.55
0.3,Ideal,E,VVS2,61.7,55.0,1013,4.31,4.28,2.65
0.44,Premium,G,SI1,61.9,59.0,772,4.82,4.87,3.0
1.1,Premium,G,VS2,60.5,60.0,6284,6.67,6.58,4.01
0.33,Premium,I,VVS2,61.0,58.0,579,4.42,4.46,2.71
0.41,Very Good,I,VVS2,62.9,58.0,827,4.71,4.74,2.97
0.93,Premium,E,SI1,62.8,56.0,4739,6.26,6.2,3.91
0.4,Premium,F,SI1,62.8,59.0,945,4.72,4.71,2.96
1.32,Ideal,G,VVS2,62.3,57.0,11419,6.96,7.04,4.36
2.01,Premium,I,SI2,62.0,56.0,12338,8.01,7.87,4.92
1.11,Very Good,F,VVS1,59.7,55.0,10141,6.77,6.82,4.06
1.51,Very Good,I,VS1,61.8,63.0,9640,7.34,7.28,4.52
1.3,Premium,J,SI1,61.8,59.0,5438,6.99,6.95,4.31
1.06,Ideal,H,VVS2,61.8,60.0,6698,6.52,6.49,4.02
0.71,Good,I,VS1,64.2,57.0,2007,5.62,5.57,3.59
0.91,Ideal,J,VS1,60.7,57.0,3267,6.23,6.26,3.79
0.71,Very Good,F,SI1,62.4,59.0,2590,5.64,5.7,3.54
0.56,Ideal,D,VS2,61.4,55.0,1963,5.33,5.35,3.28
0.71,Ideal,E,SI2,61.9,56.0,2458,5.73,5.76,3.56
0.64,Premium,F,SI1,60.1,60.0,1901,5.62,5.57,3.36
2.06,Ideal,I,VS2,62.2,55.0,18779,8.15,8.19,5.08
0.7,Premium,G,SI1,60.5,57.0,2415,5.75,5.68,3.46
0.72,Very Good,F,SI1,62.3,57.0,2540,5.72,5.77,3.58
0.73,Ideal,G,VS2,62.5,56.0,2586,5.78,5.74,3.6
0.59,Good,F,SI1,59.5,62.0,1318,5.45,5.5,3.26
0.72,Premium,F,SI1,62.0,60.0,2385,5.77,5.74,3.57
1.7,Very Good,F,I1,63.1,56.0,5998,7.62,7.51,4.78
0.34,Premium,I,SI1,62.7,58.0,574,4.43,4.4,2.77
0.9,Ideal,E,SI1,63.0,56.0,4092,6.15,6.1,3.86
0.3,Ideal,G,VVS1,60.9,56.8,735,4.34,4.38,2.65
0.92,Good,H,VS2,63.4,57.0,4247,6.11,6.17,3.89
0.29,Very Good,E,VVS2,58.5,58.0,664,4.35,4.37,2.55
1.13,Premium,D,SI2,60.9,59.0,5133,6.65,6.72,4.07
1.4,Very Good,I,SI2,62.4,59.0,6677,7.12,7.17,4.46
0.36,Premium,F,SI2,60.3,59.0,446,4.62,4.57,2.77
0.33,Premium,D,SI1,60.4,60.0,608,4.41,4.46,2.68
0.37,Premium,F,SI1,60.3,58.0,791,4.66,4.62,2.8
0.31,Premium,E,VS1,61.1,58.0,734,4.34,4.37,2.66
0.31,Ideal,I,VS2,59.9,57.0,435,4.38,4.4,2.63
0.34,Ideal,F,SI2,61.9,57.0,438,4.5,4.52,2.79
0.31,Premium,J,VS1,60.7,60.0,408,4.34,4.39,2.65
0.7,Good,I,VS1,63.2,55.0,2274,5.58,5.63,3.54
0.7,Premium,E,SI1,60.0,59.0,2753,5.75,5.79,3.46
1.27,Very Good,I,VS2,62.4,58.0,6443,6.83,6.89,4.28
0.32,Ideal,E,VS2,62.2,55.0,702,4.37,4.38,2.72
0.7,Ideal,F,VS2,61.6,57.0,2657,5.76,5.71,3.53
1.08,Premium,G,SI2,59.3,61.0,3701,6.66,6.61,3.94
0.7,Very Good,E,VS2,62.8,56.0,2992,5.66,5.68,3.56
1.02,Ideal,F,SI2,61.4,56.0,4578,6.47,6.5,3.98
0.36,Ideal,G,VVS1,62.1,56.0,945,4.6,4.58,2.85
0.72,Very Good,I,VVS2,62.7,54.0,2386,5.74,5.8,3.62
1.0,Very Good,F,SI2,62.6,58.0,4081,6.31,6.37,3.97
0.3,Ideal,F,IF,61.3,58.0,873,4.29,4.33,2.64
0.9,Premium,H,SI2,59.6,59.0,3105,6.38,6.24,3.76
0.31,Ideal,D,VS2,62.8,54.0,692,4.32,4.34,2.72
1.51,Very Good,H,SI1,60.6,59.0,10331,7.41,7.45,4.5
0.9,Ideal,G,SI2,61.5,57.0,3722,6.07,6.19,3.77
0.79,Ideal,G,SI1,62.3,57.0,2898,5.9,5.85,3.66
0.51,Very Good,H,VS2,63.5,60.0,1268,5.04,5.01,3.19
0.6,Ideal,F,SI1,61.5,58.0,1646,5.38,5.41,3.32
0.24,Ideal,F,VS2,62.2,57.0,419,3.96,4.01,2.48
2.18,Very Good,G,SI2,63.1,58.0,16878,8.29,8.23,5.21
0.46,Premium,G,SI1,60.6,59.0,1063,5.04,5.0,3.04
1.01,Premium,E,SI1,62.4,58.0,4480,6.42,6.37,3.99
1.01,Ideal,G,VS2,61.7,56.0,6439,6.43,6.46,3.98
0.55,Ideal,G,VS1,61.3,57.0,1667,5.25,5.28,3.23
0.37,Premium,F,VS2,60.5,59.0,696,4.62,4.67,2.81
0.42,Ideal,D,SI1,63.0,55.0,970,4.79,4.76,3.01
0.7,Premium,D,VS1,62.5,60.0,3471,5.62,5.67,3.53
0.31,Good,H,SI1,63.6,57.0,435,4.28,4.31,2.73
0.52,Premium,D,VS2,61.8,58.0,1868,5.2,5.15,3.2
1.03,Good,D,SI1,57.7,62.0,5526,6.63,6.65,3.83
1.07,Very Good,G,VS2,60.5,56.0,6355,6.64,6.71,4.04
2.37,Premium,H,SI2,62.3,57.0,16021,8.55,8.5,5.31
0.39,Very Good,D,VVS2,62.9,58.0,1232,4.62,4.66,2.92
0.3,Premium,D,SI2,60.9,58.0,574,4.32,4.29,2.62
1.01,Very Good,G,SI2,62.0,58.0,3682,6.41,6.46,3.99
0.34,Ideal,E,VS1,61.0,57.0,805,4.49,4.52,2.75
0.4,Premium,D,SI2,62.1,60.0,666,4.69,4.75,2.93
0.42,Very Good,D,VVS1,62.4,55.0,1238,4.79,4.82,3.0
0.26,Ideal,I,VS2,62.0,56.0,385,4.13,4.09,2.55
0.9,Premium,E,SI1,61.3,60.0,4209,6.19,6.14,3.78
0.61,Good,I,VS2,63.7,60.0,1239,5.34,5.28,3.38
0.31,Ideal,G,VS2,62.2,54.0,562,4.34,4.38,2.71
0.84,Very Good,G,VS2,61.8,57.0,3596,6.04,6.07,3.74
1.5,Good,H,VS2,61.2,61.0,10291,7.25,7.32,4.46
0.39,Very Good,D,VS2,60.2,59.0,958,4.74,4.76,2.86
1.01,Very Good,G,VS2,62.4,58.0,6019,6.42,6.4,4.0
0.33,Premium,G,SI2,62.6,58.0,434,4.4,4.42,2.76
1.05,Ideal,H,VS2,61.7,57.0,5833,6.55,6.52,4.03
0.7,Ideal,I,VVS1,61.8,56.0,2492,5.72,5.74,3.54
2.0,Premium,D,SI2,61.6,59.0,17674,8.09,8.2,5.02
0.35,Ideal,F,SI1,62.2,56.0,583,4.48,4.52,2.8
0.9,Premium,D,SI1,62.8,59.0,4612,6.18,6.14,3.87
0.94,Good,D,SI1,63.6,56.0,4790,6.25,6.2,3.96
1.74,Good,H,SI1,60.6,62.0,12032,7.74,7.8,4.71
0.72,Premium,D,SI1,61.4,59.0,2903,5.79,5.71,3.53
0.38,Ideal,F,VVS1,61.0,57.0,1070,4.66,4.69,2.85
0.71,Premium,G,SI2,62.0,59.0,1740,5.69,5.65,3.52
1.0,Very Good,H,SI2,61.6,58.0,4172,6.43,6.47,3.97
0.56,Ideal,F,VVS2,61.1,57.0,2676,5.32,5.35,3.25
1.55,Ideal,J,VS2,61.7,57.0,7416,7.37,7.42,4.56
1.09,Ideal,G,VS2,61.2,56.0,7357,6.62,6.64,4.06
0.55,Ideal,F,VS2,61.6,56.0,1871,5.31,5.29,3.27
0.92,Premium,I,SI1,58.8,59.0,3545,6.36,6.33,3.73
0.7,Ideal,G,IF,61.3,56.0,3949,5.72,5.73,3.51
0.76,Very Good,J,VS2,61.2,57.0,2206,5.86,5.91,3.6
1.24,Premium,G,SI2,60.0,60.0,3896,6.94,6.88,4.15
0.3,Ideal,D,VVS2,60.7,58.0,814,4.3,4.33,2.62
1.02,Good,F,SI1,64.3,58.0,4936,6.28,6.32,4.05
0.53,Ideal,H,VVS1,62.4,54.0,1743,5.18,5.2,3.24
1.09,Ideal,G,VS1,62.1,55.1,7487,6.57,6.63,4.1
1.5,Premium,H,SI1,62.7,58.0,9768,7.27,7.34,4.58
0.71,Ideal,E,VS1,62.0,57.0,3380,5.72,5.66,3.53
0.38,Very Good,H,VVS1,59.1,58.0,967,4.71,4.76,2.8
0.52,Ideal,E,VS1,62.0,53.0,1893,5.16,5.2,3.21
1.02,Premium,F,SI1,62.3,58.0,5301,6.38,6.46,4.0
1.2,Ideal,G,VS1,62.6,54.3,8687,6.76,6.8,4.25
1.58,Ideal,E,SI1,61.4,55.0,11294,7.53,7.5,4.61
0.41,Very Good,H,SI1,62.8,56.0,683,4.72,4.77,2.98
0.7,Premium,H,I1,60.0,59.0,1621,5.8,5.77,3.47
0.7,Good,E,SI1,61.4,64.0,2822,5.71,5.66,3.49
2.0,Good,I,VS2,64.0,60.0,10640,7.9,7.83,5.04
0.51,Very Good,D,SI2,60.3,57.0,1204,5.15,5.17,3.11
0.71,Very Good,D,VS1,62.0,61.0,3420,5.71,5.74,3.55
1.11,Premium,G,SI1,62.3,58.0,5408,6.61,6.52,4.09
0.35,Ideal,F,VVS2,61.2,56.0,872,4.56,4.58,2.8
0.31,Premium,I,SI1,61.4,61.0,523,4.39,4.34,2.68
1.11,Ideal,F,VVS1,61.9,57.0,10412,6.62,6.66,4.11
2.0,Premium,F,SI1,62.6,59.0,18493,8.1,8.04,5.05
2.0,Ideal,I,SI1,62.9,59.0,15218,8.08,7.95,5.05
0.44,Premium,G,VS1,62.3,59.0,1031,4.87,4.82,3.02
0.41,Good,J,VS2,64.0,59.0,732,4.71,4.64,2.99
1.21,Premium,I,SI1,62.0,56.0,5285,6.89,6.83,4.25
0.9,Premium,G,VS2,60.2,59.0,4424,6.28,6.22,3.76
0.43,Very Good,E,I1,58.4,62.0,555,4.94,5.0,2.9
1.0,Premium,F,SI1,60.5,56.0,5292,6.48,6.45,3.91
1.05,Ideal,G,VS2,61.1,57.0,5504,6.55,6.52,3.99
0.5,Very Good,F,VS2,63.0,55.0,1436,5.04,5.09,3.19
0.5,Ideal,G,VS2,62.0,56.0,1449,5.09,5.11,3.16
1.04,Premium,H,SI1,59.5,58.0,4890,6.58,6.67,3.94
0.31,Very Good,G,VVS1,63.4,57.0,1046,4.36,4.32,2.75
0.76,Very Good,G,VS2,61.1,57.0,3170,5.84,5.95,3.6
0.79,Ideal,E,SI1,60.3,56.0,3171,5.99,6.05,3.63
0.42,Premium,H,VS1,61.6,58.0,847,4.79,4.82,2.96
0.31,Ideal,F,VS2,61.9,57.0,749,4.34,4.32,2.68
0.9,Good,H,VS2,63.6,61.0,3701,6.03,5.97,3.8
0.23,Very Good,E,VVS1,61.8,59.0,530,3.9,3.93,2.42
0.91,Ideal,E,SI2,62.6,57.0,3772,6.13,6.18,3.85
0.3,Very Good,D,SI1,63.4,55.0,662,4.26,4.22,2.69
0.3,Ideal,D,VS2,62.5,55.0,911,4.31,4.3,2.69
0.51,Very Good,D,VS2,62.2,57.0,1678,5.11,5.14,3.19
0.34,Ideal,G,VS2,61.7,56.0,765,4.53,4.48,2.78
1.36,Premium,I,VS2,61.9,56.0,7104,7.17,7.08,4.41
0.34,Good,E,SI1,63.2,55.0,596,4.46,4.49,2.83
